レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080101010301,2026.8.1,土,札幌,1札3,1,,未勝利,ダート,1000,,2,稍(暫定),曇(暫定),12,10:00,,馬齢,３歳
7,,13,,,,,ユキノサイエンス,,牝,3,6,6,20,東京,D,1400,不,8,3,未勝利・牝,37.3,中団,2,6,7,東京,D,1400,良,2,10,未勝利・牝,37.5,差し,14,2,28,中山,D,1200,重,6,10,未勝利,36.9,中団,7,1,11,中山,D,1200,良,8,7,未勝利,38.3,中団,9,11,9,福島,T,1200,良,6,8,未勝利*,35.4,中団,8
8,,14,,,,,イイクニパッション,,牡,3,3,7,12,福島,D,1150,稍,5,5,未勝利,37.4,中団,2,6,28,福島,D,1150,良,4,1,未勝利,37.5,先行,23,1,17,中山,D,1200,良,2,3,未勝利,38.4,先行,3,12,28,中山,D,1200,良,2,2,未勝利*,39.5,逃げ,4,11,30,京都,D,1200,良,3,4,未勝利*,37.4,先行,5
8,,15,,,,,エクスペクタント,,牡,3,2,7,18,福島,D,1150,良,4,7,未勝利,36.7,差し,10,5,9,京都,T,1400,良,10,12,未勝利,34.3,中団,2,4,25,福島,T,1200,良,10,6,未勝利,35.5,中団,2,4,11,福島,T,1200,良,4,9,未勝利,35.0,差し,22,11,8,福島,D,1700,良,13,9,未勝利*,40.4,後方,12
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080104020306,2026.8.1,土,新潟,2新3,6,月岡温泉特別,2勝,芝,1800,A,2,稍(暫定),曇(暫定),18,15:10,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,タイセイプランセス,,牝,4,6,6,20,東京,T,1800,稍,1,8,１勝ｸﾗｽ,34.0,追込,20,1,31,東京,T,1800,良,12,4,１勝ｸﾗｽ,36.3,後方,16,10,11,東京,T,2000,良,7,1,１勝ｸﾗｽ,35.5,先行,4,9,14,阪神,T,1800,良,9,8,ローズＳG2,34.3,後方,16,5,25,東京,T,2400,良,11,9,優駿牝馬G1,34.7,後方,4
2,,2,,,,,ホウオウトランプ,,牡,5,11,5,17,京都,T,1400,良,11,1,２勝ｸﾗｽ,35.1,先行,3,4,25,京都,T,1600,良,4,2,２勝ｸﾗｽ,35.3,逃げ,3,4,5,阪神,T,1800,稍,5,2,２勝ｸﾗｽ,34.5,先行,7,2,15,京都,T,1800,良,3,4,春日特別･2勝,34.6,逃げ,3,1,25,京都,T,1800,良,1,3,１勝ｸﾗｽ,35.1,逃げ,10
3,,3,,,,,セイロンジェムズ,,牡,5,9,5,31,東京,T,1800,良,1,1,１勝ｸﾗｽ,33.4,差し,17,1,31,東京,T,1800,良,4,11,１勝ｸﾗｽ,33.1,追込,27,7,26,新潟,T,1800,良,10,7,１勝ｸﾗｽ,34.6,中団,9,5,24,東京,T,1600,良,9,7,１勝ｸﾗｽ,33.7,後方,6,4,12,中山,T,1600,良,9,3,１勝ｸﾗｽ,34.3,後方,16
4,,4,,,,,クラッシファイド,,牡,5,10,5,24,東京,D,1600,稍,9,4,三峰山特･2勝,36.4,先行,6,4,12,中山,T,1800,良,5,1,２勝ｸﾗｽ,34.2,先行,7,2,21,東京,T,1800,良,3,3,２勝ｸﾗｽ,33.9,逃げ,15,11,8,東京,T,2000,良,3,2,２勝ｸﾗｽ,34.3,先行,3,10,18,東京,T,2000,良,2,2,２勝ｸﾗｽ,34.1,先行,8
5,,5,,,,,コスモスプモーニ,,牡,6,14,4,25,東京,T,1800,良,9,9,石和特別･2勝,36.2,先行,3,4,5,阪神,T,1800,稍,10,11,２勝ｸﾗｽ,35.8,先行,2,3,21,中山,T,1800,良,消,--,館山特Ｈ･2勝,----,,40,6,15,東京,T,1600,稍,10,9,芦ノ湖特･2勝,37.3,先行,3,5,25,東京,T,1800,良,6,7,調布特Ｈ･2勝,35.8,先行,4
5,,6,,,,,エリカアンディーヴ,,牝,4,14,4,26,京都,T,1800,良,1,1,１勝ｸﾗｽ,34.6,差し,5,3,22,阪神,T,2400,良,8,2,１勝ｸﾗｽ,35.1,先行,20,11,2,京都,T,2200,良,2,7,１勝ｸﾗｽ,33.9,差し,5,9,28,阪神,T,1800,良,5,8,１勝ｸﾗｽ,33.9,後方,14,6,21,東京,T,1800,良,15,2,１勝ｸﾗｽ,36.2,中団,19
6,,7,,,,,ツルマウカタチ,,牡,5,9,5,30,東京,T,1600,良,6,6,葉山特別･2勝,33.0,中団,4,5,2,新潟,T,1800,稍,13,5,胎内川特･2勝,35.0,後方,7,3,15,中山,T,1600,良,4,4,２勝ｸﾗｽ,33.7,追込,4,2,15,東京,T,1600,良,4,7,２勝ｸﾗｽ,33.2,追込,11,11,29,東京,T,1600,良,4,5,２勝ｸﾗｽ,34.3,先行,4
6,,8,,,,,キーウェーブ,,牡,5,2,7,19,小倉,T,1800,良,5,7,不知火特･2勝,34.6,先行,8,5,24,京都,T,1800,良,7,10,聖護院特･2勝,33.7,後方,9,3,21,中山,T,1800,良,14,14,館山特Ｈ･2勝,34.8,中団,6,2,7,小倉,T,1800,稍,6,12,ＲＫＢ賞･2勝,35.4,中団,11,11,23,京都,T,1600,良,9,13,花見小Ｈ･2勝,33.9,後方,13
7,,9,,,,,リカントロポ,,牡,4,14,4,25,京都,T,1600,良,3,4,２勝ｸﾗｽ,34.8,差し,5,3,22,阪神,T,1600,良,4,3,皆生特別･2勝,33.8,差し,2,3,7,阪神,T,1600,良,3,2,２勝ｸﾗｽ,34.0,追込,3,2,15,京都,T,1800,良,6,6,春日特別･2勝,34.6,先行,14,11,9,京都,T,1600,重,5,3,木津川特･2勝,35.1,中団,2
7,,10,,,,,コンフォルツァ,,牡,4,8,6,7,東京,T,2000,良,2,4,香港ジョ･2勝,34.2,差し,3,5,17,新潟,T,2000,良,3,4,信濃川特･2勝,33.7,差し,2,5,2,新潟,T,1800,稍,2,2,胎内川特･2勝,34.4,差し,21,12,7,阪神,T,1800,良,6,1,２勝ｸﾗｽ,33.9,後方,3,11,16,東京,T,1800,良,3,6,２勝ｸﾗｽ,33.5,先行,3
8,,11,,,,,スピンザブラッド,,牡,5,9,5,31,東京,T,2400,良,14,10,青嵐賞･2勝,36.4,後方,3,5,9,新潟,T,1800,良,1,4,粟島特別･1勝,35.2,先行,3,4,19,福島,T,1800,良,4,6,１勝ｸﾗｽ,34.4,追込,11,2,1,小倉,T,1800,良,6,3,１勝ｸﾗｽ・若,34.2,後方,12,11,8,福島,T,1800,良,2,4,１勝ｸﾗｽ・若,35.1,差し,14
8,,12,,,,,ミーントゥビー,,牝,4,7,6,14,東京,T,1600,良,5,5,芦ノ湖特･2勝,33.7,中団,4,5,16,東京,T,1800,良,3,4,調布特別･2勝,32.9,追込,5,4,12,中山,T,1800,良,4,4,２勝ｸﾗｽ,33.6,差し,3,3,21,中山,T,1800,良,4,9,館山特Ｈ･2勝,34.0,差し,8,1,24,中山,T,1800,良,7,5,東雲賞･2勝,33.7,ﾏｸﾘ,9
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080104020307,2026.8.1,土,新潟,2新3,7,柳都Ｓ,3勝,ダート,1800,,4,稍(暫定),曇(暫定),15,15:45,,ﾊﾝﾃﾞ,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ベルダイナフェロー,,牝,5,12,5,10,東京,D,1600,良,8,11,立夏ＳＨ･3勝,37.2,先行,11,2,21,小倉,D,1700,良,13,12,小倉城Ｓ･3勝,39.6,後方,3,1,31,東京,D,1600,良,11,13,白嶺ＳＨ･3勝,37.7,逃げ,14,10,26,東京,D,1600,不,1,3,三鷹特別･2勝,35.6,逃げ,3,10,5,東京,D,1600,良,4,12,２勝ｸﾗｽ,37.2,逃げ,10
2,B,2,,,,,アラレタバシル,,牡,5,14,4,25,京都,D,1800,稍,7,7,観月橋Ｓ･3勝,37.5,先行,4,3,29,中京,D,1900,良,4,4,伊勢ＳＨ･3勝,37.3,ﾏｸﾘ,4,3,1,阪神,D,1800,良,5,3,伊丹Ｓ･3勝,36.2,中団,6,1,17,中山,D,1800,良,5,2,アレキＨ･3勝,37.0,後方,5,12,13,中京,D,1800,良,1,2,鳴海特別･2勝,36.6,差し,3
2,,3,,,,,エイブラムス,,牡,5,11,5,17,東京,D,1400,良,6,14,ＢＳイレ･3勝,36.1,先行,7,3,29,中京,D,1900,良,7,11,伊勢ＳＨ･3勝,37.9,先行,6,2,12,船橋,D,1600,良,1,4,ハート,----,ﾏｸﾘ,9,12,13,中京,D,1800,良,9,13,鳴海特別･2勝,37.4,中団,7,10,25,新潟,D,1800,良,6,10,菅名岳特･2勝,37.3,後方,7
3,B,4,,,,,サンセットブライト,,牝,5,10,5,24,東京,D,2100,稍,16,16,丹沢ＳＨ･3勝,36.3,後方,3,5,2,新潟,D,1800,重,6,12,三条Ｓ･3勝,39.2,中団,8,3,7,中山,D,1800,重,9,13,上総Ｓ･3勝,39.8,中団,4,2,7,小倉,D,1700,良,11,13,豊前ＳＨ･3勝,36.7,後方,7,12,21,中山,D,1800,重,6,9,北総Ｓ･3勝,36.8,後方,2
3,,5,,,,,アデランテ,,セ,5,9,5,31,東京,D,1600,良,15,6,ＡＲＦ杯･3勝,41.3,逃げ,15,2,14,東京,D,1600,良,1,6,２勝ｸﾗｽ,36.9,逃げ,18,10,12,東京,D,1600,良,1,5,１勝ｸﾗｽ,36.8,逃げ,9,8,10,新潟,D,1800,不,15,5,１勝ｸﾗｽ,45.2,逃げ,65,5,11,東京,D,1600,良,2,4,１勝ｸﾗｽ*,36.9,逃げ,3
4,,6,,,,,ペンナヴェローチェ,,牡,5,9,5,30,京都,D,1800,良,7,2,桃山ＳＨ･3勝,36.1,中団,2,5,16,京都,D,1900,良,2,3,上賀茂Ｓ･3勝,36.3,先行,3,4,25,京都,D,1800,稍,3,4,観月橋Ｓ･3勝,37.2,先行,2,4,12,阪神,D,2000,良,3,2,梅田Ｓ･3勝,36.5,先行,8,2,15,京都,D,1800,良,4,2,北山Ｓ･3勝,36.1,先行,3
4,,7,,,,,ゲンパチムサシ,,牡,8,9,5,31,東京,T,1800,良,17,17,むらさＨ･3勝,33.9,後方,20,1,12,京都,D,1800,良,12,15,雅ＳＨ･3勝,36.6,後方,4,12,14,阪神,D,2000,良,11,14,竹田城Ｈ･3勝,38.2,中団,28,5,31,京都,D,1900,良,8,13,桃山ＳＨ･3勝,36.3,後方,9,3,30,中京,D,1900,良,4,15,伊勢ＳＨ･3勝,37.4,追込,11
5,,8,,,,,ラフエイジアン,,セ,6,5,6,28,福島,D,1700,良,9,5,鶴ヶ城Ｓ･3勝,38.7,後方,10,4,18,中山,D,1800,良,6,8,下総Ｓ･3勝,36.7,後方,6,3,7,中山,D,1800,重,5,9,上総Ｓ･3勝,38.2,後方,11,12,21,中山,D,1800,重,4,10,北総Ｓ･3勝,36.2,追込,8,10,25,東京,D,1600,稍,10,6,河口湖Ｈ･3勝,36.1,中団,10
5,,9,,,,,ブルータス,,牡,4,34,12,6,中山,D,1800,良,1,1,鹿島特別･2勝,38.0,差し,6,10,25,新潟,D,1800,良,3,4,菅名岳特･2勝,36.6,差し,6,9,15,中山,T,2200,良,9,12,セントラG2,35.3,中団,8,7,20,福島,D,1700,良,1,1,１勝ｸﾗｽ,37.0,先行,3,6,28,福島,D,1700,良,3,3,１勝ｸﾗｽ,37.8,先行,11
6,B,10,,,,,フームスムート,,牡,9,3,7,11,福島,S,3380,良,6,9,障害・オープ,13.4,中団,6,5,31,京都,S,3170,良,5,6,障害・オープ,13.6,中団,5,4,25,京都,S,3170,良,5,7,障害・オープ,13.8,中団,15,1,10,京都,S,3170,良,7,9,牛若丸ジ,13.8,中団,5,12,6,中山,S,3570,良,止,7,イルミネ,----,,10
6,,11,,,,,レイバックスピン,,牝,4,13,5,3,新潟,D,1800,稍,1,1,咲花特別･2勝,37.2,先行,6,3,22,中山,D,1800,良,2,3,２勝ｸﾗｽ・牝,38.9,先行,3,2,28,阪神,D,1800,良,3,1,２勝ｸﾗｽ・牝,37.7,先行,6,1,18,中山,D,1800,良,2,1,２勝ｸﾗｽ・牝,39.3,先行,6,12,6,中山,D,1800,良,4,2,鹿島特別･2勝,38.4,先行,12
7,B,12,,,,,クロニクル,,セ,7,13,5,3,京都,D,1400,稍,8,14,東大路Ｈ･3勝,36.4,後方,2,4,18,中山,D,1800,良,9,9,下総Ｓ･3勝,38.2,先行,7,3,1,阪神,D,1800,良,13,5,伊丹Ｓ･3勝,38.3,先行,9,12,27,阪神,D,1800,稍,6,7,摩耶Ｓ･3勝,38.8,先行,13,9,28,阪神,D,1800,良,2,4,堺Ｓ･3勝,37.3,先行,7
7,,13,,,,,カフェニクス,,牝,5,13,5,2,新潟,D,1800,重,12,13,三条Ｓ･3勝,41.0,後方,11,2,14,東京,D,1400,良,10,12,銀蹄Ｓ･3勝,37.0,中団,15,11,2,東京,D,1300,重,8,5,秋嶺Ｓ･3勝,36.0,中団,3,10,12,東京,D,1400,良,8,4,テレビ静･3勝,35.9,中団,21,5,18,東京,D,1400,重,5,4,ＢＳイレ･3勝,36.4,先行,13
8,,14,,,,,ショウサンジョージ,,牡,4,11,5,16,京都,D,1900,良,10,8,上賀茂Ｓ･3勝,36.6,中団,3,4,25,京都,D,1800,稍,4,10,観月橋Ｓ･3勝,37.3,先行,13,1,25,京都,D,1800,良,1,4,２勝ｸﾗｽ,36.5,先行,3,1,4,京都,D,1800,良,8,7,天ケ瀬特･2勝,36.6,後方,3,12,13,中京,D,1800,良,6,3,鳴海特別･2勝,37.2,中団,7
8,,15,,,,,オレデイイノカ,,牡,8,8,6,6,東京,D,1400,良,外,--,麦秋ＳＨ･3勝,----,,9,4,5,中山,D,1800,重,9,15,アリエＨ･3勝,39.1,先行,11,1,17,中山,D,1800,良,15,13,アレキＨ･3勝,38.3,後方,6,12,7,中山,D,1800,良,7,13,市川ＳＨ･3勝,38.3,先行,6,10,25,東京,D,1600,稍,11,11,河口湖Ｈ･3勝,36.5,中団,12
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080104020308,2026.8.1,土,新潟,2新3,8,燕特別,1勝,芝,2200,A,4,稍(暫定),曇(暫定),18,16:20,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,サフランルージュ,,牝,3,3,7,12,福島,T,1800,稍,6,9,織姫賞･1勝,36.0,中団,10,5,2,東京,T,1800,良,10,10,スイート(L),35.1,中団,3,4,11,福島,T,1800,良,1,14,未勝利・牝,34.6,差し,初,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,ベルウッドクレド,,牡,3,13,5,3,東京,T,2000,良,11,14,プリンシ(L),34.3,中団,12,2,7,東京,T,1800,良,1,4,新馬,34.8,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,クモヒトツナイ,,牡,4,4,7,5,福島,T,1800,良,6,8,１勝ｸﾗｽ,34.4,後方,3,6,14,東京,D,1600,稍,10,6,１勝ｸﾗｽ,36.3,中団,4,5,17,東京,T,1800,良,8,6,１勝ｸﾗｽ,33.4,中団,4,4,18,中山,T,2000,良,6,6,１勝ｸﾗｽ,34.8,中団,20,11,29,東京,T,2400,良,9,11,１勝ｸﾗｽ,36.1,中団,2
4,,4,,,,,エマージェンス,,牡,4,10,5,21,園田,D,1700,重,1,1,Ｃ１　,----,逃げ,4,4,28,園田,D,1400,稍,1,2,Ｃ２一,----,先行,14,1,15,園田,D,1700,良,5,2,Ｃ１　,----,逃げ,3,12,25,園田,D,1400,不,7,2,Ｃ１　,----,先行,3,12,4,園田,D,1870,良,2,3,エリカ,----,先行,3
4,,5,,,,,デリシュー,,牡,5,3,7,11,福島,T,2000,良,5,8,１勝ｸﾗｽ,35.2,中団,11,4,26,福島,T,2600,良,8,4,１勝ｸﾗｽ,36.0,中団,2,4,12,福島,T,2000,良,4,7,１勝ｸﾗｽ・若,34.9,差し,9,2,7,小倉,T,2000,稍,4,8,戸畑特別･1勝,35.5,追込,2,1,25,小倉,T,2000,良,5,7,１勝ｸﾗｽ,33.6,中団,9
5,,6,,,,,ディアアズール,,牝,3,10,5,24,新潟,T,2000,稍,1,2,未勝利,36.0,先行,3,5,2,新潟,T,2200,稍,3,2,未勝利,36.6,先行,3,4,12,中山,T,2200,良,3,10,未勝利,34.8,差し,16,12,20,中山,T,1800,良,6,8,新馬・牝,34.8,中団,初,,,,,,,,,,,,
5,B,7,,,,,ウィロークリーク,,牡,3,13,5,3,東京,T,2000,良,4,6,プリンシ(L),33.4,追込,8,3,7,中山,T,2200,稍,1,1,未勝利,35.8,先行,6,1,24,中山,T,2200,良,5,1,未勝利,36.4,逃げ,3,1,5,中山,T,2000,良,2,1,未勝利,36.2,先行,9,11,1,東京,T,2000,稍,2,4,未勝利*,33.2,先行,6
6,,8,,,,,ムーンストラック,,牝,4,4,7,4,福島,T,2000,良,1,5,伊達特別･1勝,35.2,差し,3,6,13,函館,T,2000,稍,6,10,奥尻特別･1勝,35.3,後方,3,5,24,東京,T,2400,良,11,9,１勝ｸﾗｽ,35.4,中団,2,5,10,新潟,T,2400,良,10,7,荒川峡特･1勝,36.8,中団,3,4,18,福島,T,2000,良,4,8,桑折特別･1勝,33.9,差し,16
6,,9,,,,,モウエエデショー,,牡,3,2,7,19,福島,T,1800,良,4,4,１勝ｸﾗｽ,35.1,差し,15,4,4,中山,T,2200,稍,4,6,山吹賞･1勝*,35.5,追込,4,3,8,中山,T,2000,良,5,10,弥生賞G2,35.0,後方,3,2,15,小倉,T,1800,稍,1,4,未勝利,34.7,差し,6,1,4,中山,T,1600,良,9,10,未勝利,35.1,中団,2
7,,10,,,,,スイートオレンジ,,牝,4,2,7,19,福島,T,1800,良,2,7,１勝ｸﾗｽ,35.4,差し,10,5,10,新潟,T,2400,良,7,5,荒川峡特･1勝,36.2,中団,3,4,18,福島,T,2000,良,5,2,桑折特別･1勝,34.0,中団,5,3,14,中京,T,2200,良,6,3,鶴舞特別･1勝,36.4,先行,18,11,8,福島,T,2000,良,2,2,三春駒特･1勝,35.7,逃げ,3
7,,11,,,,,リアライズルミナス,,牝,3,10,5,24,東京,T,2400,良,4,10,優駿牝馬G1,34.6,先行,4,4,26,東京,T,2000,良,3,4,フローラG2,33.4,逃げ,8,2,28,阪神,T,1800,良,1,3,未勝利,34.9,先行,7,1,10,京都,T,1600,良,4,1,未勝利・牝,35.5,差し,3,12,20,阪神,T,1600,良,2,1,未勝利*,33.7,差し,22
8,,12,,,,,ティラーノ,,牡,3,12,5,9,京都,T,2200,良,12,15,京都新聞G2,36.1,後方,4,4,12,中山,T,2200,良,1,7,未勝利,34.8,差し,3,3,21,中山,T,2200,良,6,4,未勝利,36.6,先行,7,1,31,東京,D,1600,良,14,9,未勝利,38.9,中団,3,1,10,中山,D,1800,良,5,6,未勝利,40.9,中団,7
8,B,13,,,,,マイネルボス,,牡,4,2,7,18,福島,T,2600,良,7,10,開成山特･1勝,36.6,後方,2,7,4,福島,T,2000,良,7,10,伊達特別･1勝,36.1,中団,18,2,28,小倉,T,2600,稍,5,14,脊振山特･1勝,37.5,先行,2,2,15,小倉,T,2000,稍,7,13,１勝ｸﾗｽ,36.0,中団,2,2,1,小倉,T,2600,良,5,11,足立山特･1勝,35.8,後方,連
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080104020309,2026.8.1,土,新潟,2新3,9,,1勝,ダート,1200,,2,稍(暫定),曇(暫定),15,16:55,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ブリックンクリック,,セ,4,8,6,7,東京,D,1400,良,5,5,１勝ｸﾗｽ,38.0,先行,4,5,10,東京,D,1300,良,3,6,１勝ｸﾗｽ,36.8,逃げ,9,3,8,中山,D,1200,稍,4,9,１勝ｸﾗｽ,38.2,先行,12,12,13,中山,D,1200,良,10,8,１勝ｸﾗｽ,36.6,後方,3,11,24,東京,D,1400,良,16,8,１勝ｸﾗｽ,39.5,先行,7
2,B,2,,,,,グランルチャドール,,牡,5,125,3,10,中山,D,1200,稍,1,2,未勝利,38.4,先行,7,1,21,小倉,T,2000,重,10,3,未勝利,40.7,中団,4,12,23,中山,T,1800,良,10,6,新馬,35.3,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,トモジャシーマ,,セ,6,17,4,5,中山,D,1200,重,5,1,１勝ｸﾗｽ,36.4,中団,3,3,14,中山,D,1200,良,2,1,１勝ｸﾗｽ,36.3,差し,8,1,17,中山,D,1200,良,4,8,１勝ｸﾗｽ,37.1,追込,8,11,24,福島,D,1150,良,6,5,１勝ｸﾗｽ,36.1,後方,4,10,25,東京,D,1400,稍,6,8,１勝ｸﾗｽ,36.8,中団,4
3,,4,,,,,ホウオウルクソール,,牡,3,14,4,25,東京,D,1600,稍,14,4,１勝ｸﾗｽ*,39.9,後方,18,12,21,中京,D,1400,稍,11,5,寒椿賞･1勝*,37.8,中団,3,11,29,東京,D,1600,良,5,4,カトレア,37.4,後方,5,10,25,東京,D,1600,稍,1,2,新馬,36.1,先行,初,,,,,,,,,,,,
3,,5,,,,,デルマエアロール,,牝,4,12,5,10,新潟,D,1200,良,14,13,１勝ｸﾗｽ・牝,38.7,後方,3,4,18,福島,D,1150,良,7,9,１勝ｸﾗｽ・牝,38.0,先行,15,1,4,中山,D,1200,稍,15,4,１勝ｸﾗｽ・牝,39.4,先行,3,12,13,中京,D,1200,良,4,11,１勝ｸﾗｽ・牝,37.1,逃げ,8,10,19,新潟,D,1200,重,8,4,１勝ｸﾗｽ・牝,38.2,先行,7
4,,6,,,,,クラシオン,,牡,3,33,12,14,中京,D,1400,稍,1,8,未勝利*,38.4,先行,3,11,23,東京,D,1600,良,5,5,新馬,38.2,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,フィールマイプラン,,牡,3,8,6,7,東京,D,1300,良,1,4,未勝利,36.3,先行,3,5,16,新潟,D,1200,良,3,4,未勝利,37.8,差し,3,4,25,福島,D,1150,良,5,3,未勝利,37.2,中団,5,3,21,中山,D,1200,良,6,4,未勝利,39.3,先行,3,3,1,中山,D,1200,稍,3,3,未勝利,37.7,差し,7
5,,8,,,,,アカツキロットリー,,牡,6,17,4,4,阪神,D,1800,稍,9,9,１勝ｸﾗｽ,41.3,先行,15,12,21,中京,D,1200,稍,14,12,１勝ｸﾗｽ,38.2,中団,2,12,6,中山,D,1200,良,8,14,１勝ｸﾗｽ,37.4,中団,33,4,20,福島,D,1700,良,15,13,１勝ｸﾗｽ,41.0,後方,31,9,18,名古,D,2000,良,10,3,名古屋,----,中団,13
5,B,9,,,,,グッドヴァイブス,,牡,5,15,4,19,福島,D,1150,良,7,9,１勝ｸﾗｽ,36.6,中団,連,4,11,福島,D,1150,良,8,6,１勝ｸﾗｽ,37.8,中団,9,2,8,小倉,D,1000,良,10,6,１勝ｸﾗｽ,36.6,後方,9,12,6,中山,D,1200,良,15,2,１勝ｸﾗｽ,40.0,先行,23,6,29,福島,T,1200,良,止,4,１勝ｸﾗｽ,----,,8
6,,10,,,,,エアサロメ,,牝,3,11,5,16,東京,D,1400,良,3,1,１勝ｸﾗｽ*,36.8,先行,8,3,22,中山,D,1200,良,4,5,１勝ｸﾗｽ*,36.7,追込,11,1,4,中山,D,1200,稍,1,4,新馬,37.7,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,ノーブルミステリー,,牝,6,13,5,3,新潟,D,1800,稍,9,8,１勝ｸﾗｽ・若,39.6,後方,連,4,26,福島,D,1150,良,10,10,１勝ｸﾗｽ,37.1,後方,2,4,11,福島,D,1150,良,5,14,１勝ｸﾗｽ,36.8,後方,8,2,15,東京,D,1400,良,11,16,１勝ｸﾗｽ,37.1,後方,15,11,1,東京,D,1400,重,10,15,１勝ｸﾗｽ・牝,36.5,後方,連
7,,12,,,,,ガルディーノ,,牡,3,18,3,29,中山,D,1200,稍,1,14,未勝利,38.3,逃げ,11,1,10,中山,D,1200,良,16,16,未勝利,40.1,後方,4,12,14,中山,D,1200,稍,10,12,未勝利*,39.9,先行,7,10,25,新潟,D,1200,良,12,13,未勝利*,40.3,後方,4,9,28,中山,D,1200,良,9,16,新馬,38.9,中団,初
7,,13,,,,,キングクレオール,,牡,5,4,7,5,福島,D,1150,良,4,15,１勝ｸﾗｽ,36.5,差し,9,5,2,東京,D,1400,重,12,12,１勝ｸﾗｽ,37.4,中団,4,4,5,中山,D,1200,重,7,13,１勝ｸﾗｽ,36.9,後方,2,3,21,中山,D,1200,良,12,12,１勝ｸﾗｽ,37.4,後方,3,3,1,中山,D,1200,稍,14,15,１勝ｸﾗｽ,38.9,中団,96
